LOCATION CODE,COUNTY,AREA NAME,REGION,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
211103,HERKIMER,Poland Central School,CENTRAL NEW YORK,11,21.60%,6,11.80%,17,33.30%,SCHOOL DISTRICT,74 COLD BROOK ST,POLAND,NY,13431,"(43.2279, -75.0593)"
240401,LIVINGSTON,Geneseo Central School,FINGER LAKES,23,16.70%,23,16.70%,46,33.30%,SCHOOL DISTRICT,4050 AVON RD,GENESEO,NY,14454,"(42.8113, -77.8056)"
262001,MONROE,Wheatland Chili Central School,FINGER LAKES,7,7.10%,26,26.30%,33,33.30%,SCHOOL DISTRICT,13 BECKWITH AVE,SCOTTSVILLE,NY,14546,"(43.026, -77.7496)"
411603,ONEIDA,Sauquoit Valley Central,CENTRAL NEW YORK,29,15.10%,35,18.20%,64,33.30%,SCHOOL DISTRICT,2601 ONEIDA ST,SAUQUOIT,NY,13456,"(42.9885, -75.2537)"
530515,SCHENECTADY,Rotterdam-Mohonasen,NORTHEASTERN NEW YORK,53,11.50%,101,21.90%,154,33.30%,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,"(42.7752, -73.9531)"
580501,SUFFOLK,Bay Shore Union Free School,NASSAU-SUFFOLK,134,13.10%,206,20.20%,340,33.30%,SCHOOL DISTRICT,75 W PERKAL ST,BAY SHORE,NY,11706,"(40.7332, -73.2534)"
630202,WARREN,North Warren Central School,NORTHEASTERN NEW YORK,13,12%,23,21.30%,36,33.30%,SCHOOL DISTRICT,6110 STATE RT 8,CHESTERTOWN,NY,12817,"(43.6639, -73.7856)"
13,DUTCHESS,Dutchess,HUDSON VALLEY,909,16.20%,961,17.10%,1870,33.30%,COUNTY,,,,,"(41.686216, -73.840468)"
53,SCHENECTADY,Schenectady,NORTHEASTERN NEW YORK,613,14.80%,764,18.40%,1377,33.30%,COUNTY,,,,,"(42.809233, -73.946838)"
480503,PUTNAM,Putnam Valley Central School,HUDSON VALLEY,43,17.80%,37,15.40%,80,33.20%,SCHOOL DISTRICT,146 PEEKSKLL HOLLW RD,PUTNAM VALLEY,NY,10579,"(41.3372, -73.8602)"
580403,SUFFOLK,Huntington Union Free School,NASSAU-SUFFOLK,88,12.10%,154,21.20%,242,33.20%,SCHOOL DISTRICT,50 TOWER ST,HUNTINGTON STATION,NY,11746,"(40.8558, -73.4169)"
20702,ALLEGANY,Genesee Valley Central School,WESTERN NEW YORK,20,12.70%,32,20.40%,52,33.10%,SCHOOL DISTRICT,1 JAGUAR DR,BELMONT,NY,14813,"(42.2319, -77.986)"
61601,CHAUTAUQUA,Panama Central School District,WESTERN NEW YORK,16,12.90%,25,20.20%,41,33.10%,SCHOOL DISTRICT,41 NORTH ST,PANAMA,NY,14767,"(42.0779, -79.4836)"
421800,ONONDAGA,Syracuse City Schools,CENTRAL NEW YORK,932,18.70%,716,14.40%,1648,33.10%,SCHOOL DISTRICT,725 HARRISON ST,SYRACUSE,NY,13210,"(43.0444, -76.1412)"
541001,SCHOHARIE,Middleburgh Central School,NORTHEASTERN NEW YORK,18,13.20%,27,19.90%,45,33.10%,SCHOOL DISTRICT,168 MAIN ST,MIDDLEBURGH,NY,12122,"(42.5922, -74.3245)"
52,SARATOGA,Saratoga,NORTHEASTERN NEW YORK,609,16.60%,605,16.50%,1214,33.10%,COUNTY,,,,,"(43.00894, -73.786779)"
400000,N/A,Nassau-Suffolk,NASSAU-SUFFOLK,13022,15.80%,14279,17.30%,27301,33.10%,REGION,,,,,
222000,JEFFERSON,Watertown City Schools,CENTRAL NEW YORK,125,16.50%,125,16.50%,250,33%,SCHOOL DISTRICT,1351 WASHINGTON ST,WATERTOWN,NY,13601,"(43.9569, -75.9144)"
521200,SARATOGA,Mechanicville City Schools,NORTHEASTERN NEW YORK,53,18.80%,40,14.20%,93,33%,SCHOOL DISTRICT,25 KNISKERN AVE,MECHANICVILLE,NY,12118,"(42.9015, -73.6994)"
580413,SUFFOLK,So. Huntington School District,NASSAU-SUFFOLK,137,15.60%,152,17.30%,289,33%,SCHOOL DISTRICT,60 WESTON ST,HUNTINGTON STATION,NY,11746,"(40.8222, -73.4132)"
68,YATES,Yates,FINGER LAKES,73,17.10%,68,15.90%,141,33%,COUNTY,,,,,"(42.634338, -77.078311)"
200000,N/A,Finger Lakes,FINGER LAKES,5059,16%,5374,17%,10433,33%,REGION,,,,,
600000,N/A,Northeastern New York,NORTHEASTERN NEW YORK,5429,16%,5737,16.90%,11166,33%,REGION,,,,,
0,N/A,Statewide (Excluding Nyc),STATEWIDE (EXCLUDING NYC),44970,15.80%,48843,17.20%,93813,33%,STATEWIDE (EXCLUDING NYC),,,,,
280204,NASSAU,North Bellmore U F S,NASSAU-SUFFOLK,106,18.70%,80,14.10%,186,32.90%,SCHOOL DISTRICT,2616 MARTIN AVE,BELLMORE,NY,11710,"(40.6744, -73.5323)"
620901,ULSTER,Rondout Valley Central School,HUDSON VALLEY,61,16.40%,61,16.40%,122,32.90%,SCHOOL DISTRICT,122 KYSERIKE RD,ACCORD,NY,12404,"(41.8235, -74.2416)"
641610,WASHINGTON,Cambridge Central School,NORTHEASTERN NEW YORK,27,18.90%,20,14%,47,32.90%,SCHOOL DISTRICT,58 S PARK ST,CAMBRIDGE,NY,12816,"(43.0211, -73.376)"
650901,WAYNE,Palmyra-Macedon Central School,FINGER LAKES,71,15%,85,17.90%,156,32.90%,SCHOOL DISTRICT,151 HYDE PKY,PALMYRA,NY,14522,"(43.0579, -77.2447)"
651402,WAYNE,Williamson Central School,FINGER LAKES,29,17.10%,27,15.90%,56,32.90%,SCHOOL DISTRICT,4184 MILLER ST,WILLIAMSON,NY,14589,"(43.2216, -77.1823)"
3,BROOME,Broome,NEW YORK - PENN,860,16.20%,881,16.60%,1741,32.90%,COUNTY,,,,,"(42.122015, -75.933191)"
50,ROCKLAND,Rockland,HUDSON VALLEY,930,14.80%,1143,18.10%,2073,32.90%,COUNTY,,,,,"(41.127287, -74.017033)"
131301,DUTCHESS,Pine Plains Central School District,HUDSON VALLEY,22,19%,16,13.80%,38,32.80%,SCHOOL DISTRICT,2829 CHURCH ST,PINE PLAINS,NY,12567,"(41.9811, -73.6631)"
280210,NASSAU,Baldwin Union Free School,NASSAU-SUFFOLK,122,16.20%,125,16.60%,247,32.80%,SCHOOL DISTRICT,960 HASTINGS ST,BALDWIN,NY,11510,"(40.6361, -73.6054)"
580507,SUFFOLK,Connetquot Cent Sch Of Islip,NASSAU-SUFFOLK,229,16.60%,223,16.20%,452,32.80%,SCHOOL DISTRICT,780 OCEAN AVE,BOHEMIA,NY,11716,"(40.7602, -73.1179)"
49,RENSSELAER,Rensselaer,NORTHEASTERN NEW YORK,553,17.10%,508,15.70%,1061,32.80%,COUNTY,,,,,"(42.70098, -73.628669)"
141101,ERIE,Springville-Griff Inst Central School,WESTERN NEW YORK,85,19.10%,61,13.70%,146,32.70%,SCHOOL DISTRICT,307 NEWMAN ST,SPRINGVILLE,NY,14141,"(42.5168, -78.6561)"
660401,WESTCHESTER,U F S Of The Tarrytowns,HUDSON VALLEY,35,17.30%,31,15.30%,66,32.70%,SCHOOL DISTRICT,200 N BROADWAY,SLEEPY HOLLOW,NY,10591,"(41.0829, -73.859)"
241101,LIVINGSTON,Keshequa Central School District,FINGER LAKES,19,11%,37,21.50%,56,32.60%,SCHOOL DISTRICT,13 MILL ST,NUNDA,NY,14517,"(42.5794, -77.9417)"
580505,SUFFOLK,Bayport Blue Pt U F Sch,NASSAU-SUFFOLK,76,16.60%,73,16%,149,32.60%,SCHOOL DISTRICT,189 ACADEMY ST,BAYPORT,NY,11705,"(40.7416, -73.0562)"
662300,WESTCHESTER,Yonkers City Schools,HUDSON VALLEY,338,13.80%,460,18.80%,798,32.60%,SCHOOL DISTRICT,1 LARKIN CTR,YONKERS,NY,10701,"(40.9354, -73.8995)"
42,ONONDAGA,Onondaga,CENTRAL NEW YORK,1254,15.90%,1312,16.70%,2566,32.60%,COUNTY,,,,,"(43.065629, -76.168033)"
400000,N/A,Nassau-Suffolk,NASSAU-SUFFOLK,9374,16.40%,9200,16.10%,18574,32.60%,REGION,,,,,
140201,ERIE,Amherst Central School,WESTERN NEW YORK,108,18.20%,85,14.30%,193,32.50%,SCHOOL DISTRICT,55 KINGS HWY,AMHERST,NY,14226,"(42.9565, -78.7922)"
420901,ONONDAGA,Baldwinsville Central School,CENTRAL NEW YORK,136,14.70%,166,17.90%,302,32.50%,SCHOOL DISTRICT,29 E ONEIDA ST,BALDWINSVILLE,NY,13027,"(43.1625, -76.3307)"
54,SCHOHARIE,Schoharie,NORTHEASTERN NEW YORK,88,14%,117,18.60%,205,32.50%,COUNTY,,,,,"(42.643426, -74.434606)"
51901,CAYUGA,Union Springs Central School District,CENTRAL NEW YORK,29,16.80%,27,15.60%,56,32.40%,SCHOOL DISTRICT,239 CAYUGA ST,UNION SPRINGS,NY,13160,"(42.8508, -76.6912)"
6,CHAUTAUQUA,Chautauqua,WESTERN NEW YORK,668,15.60%,723,16.80%,1391,32.40%,COUNTY,,,,,"(42.246904, -79.315313)"
60,TIOGA,Tioga,NEW YORK - PENN,194,15.40%,214,17%,408,32.40%,COUNTY,,,,,"(42.120252, -76.29595)"
140709,ERIE,Cheektowaga-Sloan Union Free School,WESTERN NEW YORK,46,13.80%,62,18.60%,108,32.30%,SCHOOL DISTRICT,166 HALSTEAD AVE,SLOAN,NY,14212,"(42.8952, -78.7943)"
280216,NASSAU,Elmont Union Free School,NASSAU-SUFFOLK,144,12.40%,232,19.90%,376,32.30%,SCHOOL DISTRICT,135 ELMONT RD,ELMONT,NY,11003,"(40.7064, -73.7106)"
451001,ORLEANS,Lyndonville Central School,WESTERN NEW YORK,23,17.30%,20,15%,43,32.30%,SCHOOL DISTRICT,25 HOUSEL AVE,LYNDONVILLE,NY,14098,"(43.3237, -78.394)"
24,LIVINGSTON,Livingston,FINGER LAKES,224,14.60%,270,17.60%,494,32.30%,COUNTY,,,,,"(42.763754, -77.765392)"
42,ONONDAGA,Onondaga,CENTRAL NEW YORK,2139,16.60%,2012,15.60%,4151,32.30%,COUNTY,,,,,"(43.065629, -76.168033)"
700000,N/A,Western New York,WESTERN NEW YORK,5827,15.20%,6587,17.10%,12414,32.30%,REGION,,,,,
190701,GREENE,Greenville Central School,NORTHEASTERN NEW YORK,37,14.50%,45,17.60%,82,32.20%,SCHOOL DISTRICT,4982 SR81,GREENVILLE,NY,12083,"(42.4151, -74.028)"
231101,LEWIS,South Lewis Central School,CENTRAL NEW YORK,37,14%,48,18.20%,85,32.20%,SCHOOL DISTRICT,4264 EAST RD,TURIN,NY,13473,"(43.6382, -75.3975)"
511602,ST. LAWRENCE,Lisbon Central School,CENTRAL NEW YORK,25,13.90%,33,18.30%,58,32.20%,SCHOOL DISTRICT,6866 COUNTY RT 10,LISBON,NY,13658,"(44.7231, -75.323)"
600301,TIOGA,Candor Central School,NEW YORK - PENN,16,13.60%,22,18.60%,38,32.20%,SCHOOL DISTRICT,1 ACADEMY ST,CANDOR,NY,13743,"(42.2276, -76.3379)"
662200,WESTCHESTER,White Plains City Schools,HUDSON VALLEY,92,12.10%,153,20.10%,245,32.20%,SCHOOL DISTRICT,5 HOMESIDE LN,WHITE PLAINS,NY,10605,"(41.0074, -73.7336)"
44,ORANGE,Orange,HUDSON VALLEY,1232,15.40%,1340,16.80%,2572,32.20%,COUNTY,,,,,"(41.422459, -74.241929)"
91101,CLINTON,Peru Central School,NORTHEASTERN NEW YORK,35,15.80%,36,16.30%,71,32.10%,SCHOOL DISTRICT,17 SCHOOL ST,PERU,NY,12972,"(44.5821, -73.5333)"
131701,DUTCHESS,Red Hook Central School,HUDSON VALLEY,37,18.90%,26,13.30%,63,32.10%,SCHOOL DISTRICT,7401 S BROADWAY,RED HOOK,NY,12571,"(41.991, -73.8801)"
560603,SENECA,Romulus Central School,FINGER LAKES,14,10.70%,28,21.40%,42,32.10%,SCHOOL DISTRICT,5705 RT 96,ROMULUS,NY,14541,"(42.7478, -76.8341)"
621201,ULSTER,Onteora Central School,HUDSON VALLEY,40,15.10%,45,17%,85,32.10%,SCHOOL DISTRICT,4166 RT 28,BOICEVILLE,NY,12412,"(42.0095, -74.2685)"
48,PUTNAM,Putnam,HUDSON VALLEY,374,14.80%,438,17.30%,812,32.10%,COUNTY,,,,,"(41.41131, -73.717443)"
30101,BROOME,Chenango Forks Central School District,NEW YORK - PENN,55,17.80%,44,14.20%,99,32%,SCHOOL DISTRICT,1 GORDON DR,BINGHAMTON,NY,13901,"(42.1925, -75.8535)"
61700,CHAUTAUQUA,Jamestown City School District,WESTERN NEW YORK,162,13.90%,210,18.10%,372,32%,SCHOOL DISTRICT,197 MARTIN RD,JAMESTOWN,NY,14701,"(42.0774, -79.221)"
131601,DUTCHESS,Arlington Central School District,HUDSON VALLEY,166,15.90%,167,16%,333,32%,SCHOOL DISTRICT,696 DUTCHESS TPKE,POUGHKEEPSIE,NY,12603,"(41.6985, -73.8821)"
142601,ERIE,Kenmore-Tonawanda Union Free School District,WESTERN NEW YORK,74,14.40%,91,17.70%,165,32%,SCHOOL DISTRICT,1500 COLVIN BLVD,BUFFALO,NY,14223,"(42.982, -78.859)"
142801,ERIE,West Seneca Central School,WESTERN NEW YORK,215,14.40%,262,17.60%,477,32%,SCHOOL DISTRICT,1397 ORCHARD PARK RD,WEST SENECA,NY,14224,"(42.8127, -78.7642)"
280231,NASSAU,Island Park Union Free School,NASSAU-SUFFOLK,27,16%,27,16%,54,32%,SCHOOL DISTRICT,150 TRAFALGAR BLVD,ISLAND PARK,NY,11558,"(40.6077, -73.6471)"
522001,SARATOGA,Stillwater Central School,NORTHEASTERN NEW YORK,22,12.40%,35,19.70%,57,32%,SCHOOL DISTRICT,334 N HUDSON AVE,STILLWATER,NY,12170,"(42.949, -73.6438)"
580235,SUFFOLK,South Country Central School,NASSAU-SUFFOLK,127,15.40%,137,16.60%,264,32%,SCHOOL DISTRICT,189 DUNTON AVE,EAST PATCHOGUE,NY,11772,"(40.7503, -72.9681)"
1,ALBANY,Albany,NORTHEASTERN NEW YORK,855,15.60%,895,16.40%,1750,32%,COUNTY,,,,,"(42.678066, -73.814233)"
26,MONROE,Monroe,FINGER LAKES,2775,15.50%,2936,16.40%,5711,32%,COUNTY,,,,,"(43.161748, -77.620143)"
48,PUTNAM,Putnam,HUDSON VALLEY,327,14.80%,379,17.20%,706,32%,COUNTY,,,,,"(41.41131, -73.717443)"
110701,CORTLAND,Homer Central School District,CENTRAL NEW YORK,56,15%,63,16.90%,119,31.90%,SCHOOL DISTRICT,80 S WEST ST,HOMER,NY,13077,"(42.6305, -76.1919)"
280214,NASSAU,Hewlett Woodmere Public Schools,NASSAU-SUFFOLK,118,16.90%,105,15%,223,31.90%,SCHOOL DISTRICT,1 JOHNSON PL,WOODMERE,NY,11598,"(40.6332, -73.7061)"
420101,ONONDAGA,West Genesee Csd At Camillus,CENTRAL NEW YORK,140,15.60%,146,16.30%,286,31.80%,SCHOOL DISTRICT,300 SANDERSON DR,CAMILLUS,NY,13031,"(43.046, -76.268)"
650902,WAYNE,Gananda Central School,FINGER LAKES,42,17.40%,35,14.50%,77,31.80%,SCHOOL DISTRICT,1500 DAYSPRING RDG,WALWORTH,NY,14568,"(43.1247, -77.3079)"
27,MONTGOMERY,Montgomery,NORTHEASTERN NEW YORK,272,17.30%,227,14.50%,499,31.80%,COUNTY,,,,,"(42.933637, -74.341972)"
132101,DUTCHESS,Wappingers Central School,HUDSON VALLEY,195,16.30%,183,15.30%,378,31.70%,SCHOOL DISTRICT,167 MYERS CORNERS RD-STE 200,WAPPINGERS FALLS,NY,12590,"(41.6002, -73.8794)"
222201,JEFFERSON,Carthage Central School,CENTRAL NEW YORK,73,13%,105,18.70%,178,31.70%,SCHOOL DISTRICT,25059 COUNTY RT 197,CARTHAGE,NY,13619,"(44.0323, -75.7191)"
28,NASSAU,Nassau,NASSAU-SUFFOLK,5363,15.30%,5747,16.40%,11110,31.70%,COUNTY,,,,,"(40.715749, -73.601185)"
47,OTSEGO,Otsego,NORTHEASTERN NEW YORK,165,15.80%,167,16%,332,31.70%,COUNTY,,,,,"(42.564852, -75.060334)"
141604,ERIE,Frontier Central School,WESTERN NEW YORK,115,12.90%,167,18.70%,282,31.60%,SCHOOL DISTRICT,S 5120 ORCHARD AVE,HAMBURG,NY,14075,"(42.7478, -78.8994)"
260801,MONROE,East Irondequoit Central School,FINGER LAKES,66,14.90%,74,16.70%,140,31.60%,SCHOOL DISTRICT,600 PARDEE RD,ROCHESTER,NY,14609,"(43.1871, -77.5535)"
662401,WESTCHESTER,Lakeland Central School District,HUDSON VALLEY,122,16.80%,107,14.80%,229,31.60%,SCHOOL DISTRICT,1086 MAIN ST,SHRUB OAK,NY,10588,"(41.3296, -73.8282)"
61101,CHAUTAUQUA,Falconer Central School District,WESTERN NEW YORK,58,17.30%,48,14.30%,106,31.50%,SCHOOL DISTRICT,2 EAST AVE N,FALCONER,NY,14733,"(42.1227, -79.1942)"
621801,ULSTER,Wallkill Central School,HUDSON VALLEY,98,15.30%,103,16.10%,201,31.50%,SCHOOL DISTRICT,19 MAIN ST,WALLKILL,NY,12589,"(41.6057, -74.1825)"
670201,WYOMING,Attica Central School,WESTERN NEW YORK,30,12.40%,46,19%,76,31.40%,SCHOOL DISTRICT,3338 E MAIN ST,ATTICA,NY,14011,"(42.8618, -78.2603)"
7,CHEMUNG,Chemung,FINGER LAKES,241,17%,204,14.40%,445,31.40%,COUNTY,,,,,"(42.116644, -76.812331)"
130200,DUTCHESS,Beacon City Schools,HUDSON VALLEY,112,15.80%,110,15.50%,222,31.30%,SCHOOL DISTRICT,10 EDUCATION DR,BEACON,NY,12508,"(41.4964, -73.9717)"
421101,ONONDAGA,Marcellus Central School,CENTRAL NEW YORK,58,15.30%,61,16.10%,119,31.30%,SCHOOL DISTRICT,2 REED PKY,MARCELLUS,NY,13108,"(42.9868, -76.3412)"
511201,ST. LAWRENCE,Hammond Central School,CENTRAL NEW YORK,,,15,31.30%,15,31.30%,SCHOOL DISTRICT,51 S MAIN ST,HAMMOND,NY,13646,"(44.4461, -75.6963)"
17,FULTON,Fulton,NORTHEASTERN NEW YORK,159,14.40%,186,16.90%,345,31.30%,COUNTY,,,,,"(43.06014, -74.331296)"
300000,N/A,Hudson Valley,HUDSON VALLEY,7605,15.20%,8060,16.10%,15665,31.30%,REGION,,,,,
280217,NASSAU,Franklin Sq U F S,NASSAU-SUFFOLK,69,9.70%,153,21.50%,222,31.20%,SCHOOL DISTRICT,760 WASHINGTON ST,FRANKLIN SQUARE,NY,11010,"(40.7117, -73.6685)"
401001,NIAGARA,Star Point Central School,WESTERN NEW YORK,75,15%,81,16.20%,156,31.20%,SCHOOL DISTRICT,4363 MAPLETON RD,LOCKPORT,NY,14094,"(43.123, -78.808)"
512300,ST. LAWRENCE,Ogdensburg City Schools,CENTRAL NEW YORK,44,15.40%,45,15.80%,89,31.20%,SCHOOL DISTRICT,1100 STATE ST,OGDENSBURG,NY,13669,"(44.689, -75.486)"
572702,STEUBEN,Jasper-Troupsburg Cent School,FINGER LAKES,13,14%,16,17.20%,29,31.20%,SCHOOL DISTRICT,3769 STATE RT 417,JASPER,NY,14855,"(42.1242, -77.5058)"
28,NASSAU,Nassau,NASSAU-SUFFOLK,3968,15.80%,3848,15.30%,7816,31.20%,COUNTY,,,,,"(40.715749, -73.601185)"
261001,MONROE,Spencerport Central School,FINGER LAKES,83,13.60%,106,17.40%,189,31%,SCHOOL DISTRICT,71 LYELL AVE,SPENCERPORT,NY,14559,"(43.1887, -77.7908)"
261501,MONROE,Churchville Chili Central School,FINGER LAKES,116,17.30%,92,13.70%,208,31%,SCHOOL DISTRICT,139 FAIRBANKS RD,CHURCHVILLE,NY,14428,"(43.1203, -77.8285)"
580906,SUFFOLK,Southampton Union Free School,NASSAU-SUFFOLK,71,17.60%,54,13.40%,125,31%,SCHOOL DISTRICT,70 LELAND LN,SOUTHAMPTON,NY,11968,"(40.8904, -72.3795)"
610501,TOMPKINS,Groton Central School,CENTRAL NEW YORK,27,15.80%,26,15.20%,53,31%,SCHOOL DISTRICT,400 PERU RD,GROTON,NY,13073,"(42.5805, -76.3696)"
41101,CATTARAUGUS,Franklinville Central School District,WESTERN NEW YORK,23,13.10%,31,17.70%,54,30.90%,SCHOOL DISTRICT,31 N MAIN ST,FRANKLINVILLE,NY,14737,"(42.3396, -78.4572)"
240901,LIVINGSTON,Mount Morris Central School,FINGER LAKES,9,11.10%,16,19.80%,25,30.90%,SCHOOL DISTRICT,30 BONADONNA AVE,MOUNT MORRIS,NY,14510,"(42.7141, -77.873)"
580912,SUFFOLK,Eastport South Manor Central School,NASSAU-SUFFOLK,97,16%,90,14.90%,187,30.90%,SCHOOL DISTRICT,149 DAYTON AVE,MANORVILLE,NY,11949,"(40.8391, -72.8309)"
600101,TIOGA,Waverly Central School,NEW YORK - PENN,18,18.60%,12,12.40%,30,30.90%,SCHOOL DISTRICT,15 FREDERICK ST,WAVERLY,NY,14892,"(42.0127, -76.5307)"
270601,MONTGOMERY,Fonda Fultonville Central School,NORTHEASTERN NEW YORK,46,13.90%,56,16.90%,102,30.80%,SCHOOL DISTRICT,112 OLD JOHNSTOWN RD,FONDA,NY,12068,"(42.9589, -74.3703)"
240201,LIVINGSTON,Caledonia Mumford Cent Sch,FINGER LAKES,22,12.30%,33,18.40%,55,30.70%,SCHOOL DISTRICT,99 NORTH ST,CALEDONIA,NY,14423,"(42.9823, -77.8568)"
280223,NASSAU,Wantagh Union Free School,NASSAU-SUFFOLK,113,16.90%,92,13.80%,205,30.70%,SCHOOL DISTRICT,3301 BELTAGH AVE,WANTAGH,NY,11793,"(40.6892, -73.5168)"
431201,ONTARIO,Naples Central School,FINGER LAKES,23,16.80%,19,13.90%,42,30.70%,SCHOOL DISTRICT,136 N MAIN ST,NAPLES,NY,14512,"(42.6179, -77.4011)"
530202,SCHENECTADY,Scotia Glenville Cent Sch,NORTHEASTERN NEW YORK,57,11.80%,91,18.90%,148,30.70%,SCHOOL DISTRICT,900 PREDDICE PKY,SCOTIA,NY,12302,"(42.8345, -73.9793)"
580234,SUFFOLK,East Moriches U F Sch,NASSAU-SUFFOLK,30,15.10%,31,15.60%,61,30.70%,SCHOOL DISTRICT,9 ADELAIDE AVE,EAST MORICHES,NY,11940,"(40.8027, -72.764)"
30701,BROOME,Chenango Valley Central School District,NEW YORK - PENN,45,14.10%,53,16.60%,98,30.60%,SCHOOL DISTRICT,221 CHENANGO BRIDGE RD,BINGHAMTON,NY,13901,"(42.1677, -75.8742)"
480101,PUTNAM,Mahopac Central School,HUDSON VALLEY,101,13.70%,125,16.90%,226,30.60%,SCHOOL DISTRICT,179 E LAKE BLVD,MAHOPAC,NY,10541,"(41.3772, -73.7291)"
43,ONTARIO,Ontario,FINGER LAKES,504,16.10%,451,14.40%,955,30.60%,COUNTY,,,,,"(42.894571, -77.252045)"
210302,HERKIMER,West Canada Valley Cent Sch,CENTRAL NEW YORK,35,18.40%,23,12.10%,58,30.50%,SCHOOL DISTRICT,5447 STATE RT 28,NEWPORT,NY,13416,"(43.1636, -75.0016)"
220301,JEFFERSON,Indian River Central School,CENTRAL NEW YORK,167,19%,101,11.50%,268,30.50%,SCHOOL DISTRICT,32735-B COUNTY RT 29,PHILADELPHIA,NY,13673,"(44.1403, -75.7101)"
500308,ROCKLAND,Pearl River Union Free School,HUDSON VALLEY,77,17.70%,56,12.80%,133,30.50%,SCHOOL DISTRICT,275 E CENTRAL AVE,PEARL RIVER,NY,10965,"(41.0602, -74.0097)"
50701,CAYUGA,Southern Cayuga Central School District,CENTRAL NEW YORK,21,15.60%,20,14.80%,41,30.40%,SCHOOL DISTRICT,2384 RT 34B,AURORA,NY,13026,"(42.7342, -76.6179)"
240101,LIVINGSTON,Avon Central School District,FINGER LAKES,33,16.20%,29,14.20%,62,30.40%,SCHOOL DISTRICT,191 CLINTON ST,AVON,NY,14414,"(42.908, -77.7401)"
580503,SUFFOLK,East Islip Union Free School,NASSAU-SUFFOLK,130,16.40%,111,14%,241,30.40%,SCHOOL DISTRICT,1 C B GARIEPY AVE,ISLIP TERRACE,NY,11752,"(40.7447, -73.1842)"
14,ERIE,Erie,WESTERN NEW YORK,2653,14.50%,2913,15.90%,5566,30.40%,COUNTY,,,,,"(42.888143, -78.795544)"
47,OTSEGO,Otsego,NORTHEASTERN NEW YORK,216,14.50%,236,15.90%,452,30.40%,COUNTY,,,,,"(42.564852, -75.060334)"
421501,ONONDAGA,Liverpool Central School,CENTRAL NEW YORK,112,14.40%,124,15.90%,236,30.30%,SCHOOL DISTRICT,195 BLACKBERRY RD,LIVERPOOL,NY,13090,"(43.1406, -76.225)"
591302,SULLIVAN,Livingston Manor Cent Sch,HUDSON VALLEY,16,16.20%,14,14.10%,30,30.30%,SCHOOL DISTRICT,19 SCHOOL ST,LIVINGSTON MANOR,NY,12758,"(41.9035, -74.8273)"
140207,ERIE,Sweet Home Central School,WESTERN NEW YORK,102,15%,104,15.30%,206,30.20%,SCHOOL DISTRICT,1901 SWEET HOME RD,AMHERST,NY,14228,"(43.0125, -78.7992)"
440601,ORANGE,Goshen Central School,HUDSON VALLEY,71,17.30%,53,12.90%,124,30.20%,SCHOOL DISTRICT,227 MAIN ST,GOSHEN,NY,10924,"(41.4043, -74.3198)"
491302,RENSSELAER,Averill Park Central School,NORTHEASTERN NEW YORK,71,13.50%,87,16.60%,158,30.20%,SCHOOL DISTRICT,8439 MILLER HILL RD,AVERILL PARK,NY,12018,"(42.6382, -73.5427)"
101001,COLUMBIA,Chatham Central School District,NORTHEASTERN NEW YORK,27,16.60%,22,13.50%,49,30.10%,SCHOOL DISTRICT,50 WOODBRIDGE AVE,CHATHAM,NY,12037,"(42.3589, -73.6038)"
142500,ERIE,Tonawanda City Schools,WESTERN NEW YORK,62,16.50%,51,13.60%,113,30.10%,SCHOOL DISTRICT,100 HINDS ST,TONAWANDA,NY,14150,"(43.0114, -78.8971)"
491501,RENSSELAER,Schodack Central School,NORTHEASTERN NEW YORK,31,19%,18,11%,49,30.10%,SCHOOL DISTRICT,1216 MAPLE HILL RD,CASTLETON,NY,12033,"(42.5243, -73.712)"
660203,WESTCHESTER,Hendrick Hudson Central School,HUDSON VALLEY,52,16.30%,44,13.80%,96,30.10%,SCHOOL DISTRICT,61 TROLLEY RD,MONTROSE,NY,10548,"(41.2519, -73.9381)"
61,TOMPKINS,Tompkins,CENTRAL NEW YORK,258,14.40%,280,15.70%,538,30.10%,COUNTY,,,,,"(42.461024, -76.478784)"
61001,CHAUTAUQUA,Bemus Point Central School District,WESTERN NEW YORK,32,17.80%,22,12.20%,54,30%,SCHOOL DISTRICT,3980 DUTCH HOLLOW RD,BEMUS POINT,NY,14712,"(42.1491, -79.3455)"
101401,COLUMBIA,Kinderhook Central School District,NORTHEASTERN NEW YORK,43,16.70%,34,13.20%,77,30%,SCHOOL DISTRICT,2910 RT 9,VALATIE,NY,12184,"(42.4239, -73.6867)"
140600,ERIE,Buffalo City Schools,WESTERN NEW YORK,324,14.20%,363,15.90%,687,30%,SCHOOL DISTRICT,712 CITY HALL,BUFFALO,NY,14202,"(42.8867, -78.879)"
580805,SUFFOLK,Kings Park Central School,NASSAU-SUFFOLK,116,15.30%,111,14.70%,227,30%,SCHOOL DISTRICT,180 LAWRENCE RD-RM 208,KINGS PARK,NY,11754,"(40.8886, -73.241)"
